founded,employees,job_openings,FoundedYears,founded_binary,employees_binary,job_openings_binary
2010.0,849.0,8.57356076759062,13.0,2010.0,849.0,8.57356076759062
2009.0,86.0,1.0,14.0,2009.0,86.0,1.0
2017.0,38.0,1.0,6.0,2017.0,38.0,1.0
2016.0,175.0,1.0,7.0,2016.0,175.0,1.0
2015.0,187.0,15.0,8.0,2015.0,187.0,15.0
2018.0,114.0,1.0,5.0,2018.0,114.0,1.0
2015.0,224.0,24.0,8.0,2015.0,224.0,24.0
2012.0,60.0,1.0,11.0,2012.0,60.0,1.0
2016.0,363.0,1.0,7.0,2016.0,363.0,1.0
2013.0,432.0,27.0,10.0,2013.0,432.0,27.0
2012.0,318.0,8.57356076759062,11.0,2012.0,318.0,8.57356076759062
2012.0,318.0,38.0,11.0,2012.0,318.0,38.0
2012.5448798988623,203.0,1.0,,2012.5448798988623,203.0,1.0
2012.5448798988623,385.0,1.0,,2012.5448798988623,385.0,1.0
2016.0,29.0,8.57356076759062,7.0,2016.0,29.0,8.57356076759062
2018.0,508.0,1.0,5.0,2018.0,508.0,1.0
2014.0,167.0,1.0,9.0,2014.0,167.0,1.0
2012.5448798988623,167.0,1.0,,2012.5448798988623,167.0,1.0
2012.5448798988623,405.0,1.0,,2012.5448798988623,405.0,1.0
2011.0,150.0,1.0,12.0,2011.0,150.0,1.0
2012.5448798988623,162.0,1.0,,2012.5448798988623,162.0,1.0
2012.5448798988623,82.0,1.0,,2012.5448798988623,82.0,1.0
2018.0,80.0,1.0,5.0,2018.0,80.0,1.0
2014.0,574.0,1.0,9.0,2014.0,574.0,1.0
2014.0,230.0,1.0,9.0,2014.0,230.0,1.0
2000.0,62.0,1.0,23.0,2000.0,62.0,1.0
1992.0,744.0,8.57356076759062,31.0,1992.0,744.0,8.57356076759062
2013.0,54.0,1.0,10.0,2013.0,54.0,1.0
2013.0,411.0,19.0,10.0,2013.0,411.0,19.0
1915.0,231.0,1.0,108.0,1915.0,231.0,1.0
1999.0,583.0,5.0,24.0,1999.0,583.0,5.0
2012.5448798988623,88.0,1.0,,2012.5448798988623,88.0,1.0
2012.5448798988623,380.0,1.0,,2012.5448798988623,380.0,1.0
2015.0,102.0,1.0,8.0,2015.0,102.0,1.0
2020.0,83.0,1.0,3.0,2020.0,83.0,1.0
2012.5448798988623,226.0,5.0,,2012.5448798988623,226.0,5.0
2015.0,99.0,2.0,8.0,2015.0,99.0,2.0
2012.5448798988623,110.0,1.0,,2012.5448798988623,110.0,1.0
2010.0,51.0,1.0,13.0,2010.0,51.0,1.0
2012.5448798988623,151.0,1.0,,2012.5448798988623,151.0,1.0
2016.0,163.0,4.0,7.0,2016.0,163.0,4.0
2009.0,255.0,5.0,14.0,2009.0,255.0,5.0
2017.0,383.0,23.0,6.0,2017.0,383.0,23.0
2012.5448798988623,421.0,1.0,,2012.5448798988623,421.0,1.0
2016.0,908.0,38.0,7.0,2016.0,908.0,38.0
2019.0,128.0,1.0,4.0,2019.0,128.0,1.0
2014.0,140.0,22.0,9.0,2014.0,140.0,22.0
2009.0,220.0,3.0,14.0,2009.0,220.0,3.0
2016.0,224.0,9.0,7.0,2016.0,224.0,9.0
2020.0,138.0,1.0,3.0,2020.0,138.0,1.0
2012.5448798988623,175.0,1.0,,2012.5448798988623,175.0,1.0
2015.0,630.0,24.0,8.0,2015.0,630.0,24.0
2012.5448798988623,87.0,1.0,,2012.5448798988623,87.0,1.0
2014.0,831.0,18.0,9.0,2014.0,831.0,18.0
2017.0,180.0,12.0,6.0,2017.0,180.0,12.0
1952.0,469.0,1.0,71.0,1952.0,469.0,1.0
2020.0,593.0,1.0,3.0,2020.0,593.0,1.0
2019.0,240.0,19.0,4.0,2019.0,240.0,19.0
2017.0,156.0,1.0,6.0,2017.0,156.0,1.0
2012.5448798988623,270.0,1.0,,2012.5448798988623,270.0,1.0
2012.5448798988623,448.0,8.57356076759062,,2012.5448798988623,448.0,8.57356076759062
2018.0,273.0,1.0,5.0,2018.0,273.0,1.0
2012.5448798988623,919.0,8.57356076759062,,2012.5448798988623,919.0,8.57356076759062
2017.0,422.0,8.57356076759062,6.0,2017.0,422.0,8.57356076759062
2017.0,422.0,1.0,6.0,2017.0,422.0,1.0
2019.0,74.0,1.0,4.0,2019.0,74.0,1.0
2016.0,195.0,1.0,7.0,2016.0,195.0,1.0
2012.5448798988623,70.0,29.0,,2012.5448798988623,70.0,29.0
2018.0,175.0,1.0,5.0,2018.0,175.0,1.0
2012.5448798988623,286.0,1.0,,2012.5448798988623,286.0,1.0
2020.0,66.0,1.0,3.0,2020.0,66.0,1.0
2016.0,469.0,13.0,7.0,2016.0,469.0,13.0
2012.5448798988623,209.0,1.0,,2012.5448798988623,209.0,1.0
2012.0,331.0,5.0,11.0,2012.0,331.0,5.0
2017.0,99.0,1.0,6.0,2017.0,99.0,1.0
2015.0,557.0,1.0,8.0,2015.0,557.0,1.0
2017.0,157.0,1.0,6.0,2017.0,157.0,1.0
2010.0,40.0,1.0,13.0,2010.0,40.0,1.0
2012.5448798988623,483.0,1.0,,2012.5448798988623,483.0,1.0
2019.0,356.0,1.0,4.0,2019.0,356.0,1.0
2012.5448798988623,219.0,1.0,,2012.5448798988623,219.0,1.0
2016.0,100.0,1.0,7.0,2016.0,100.0,1.0
2017.0,514.0,37.0,6.0,2017.0,514.0,37.0
2015.0,114.0,3.0,8.0,2015.0,114.0,3.0
2011.0,117.0,12.0,12.0,2011.0,117.0,12.0
2012.5448798988623,217.0,1.0,,2012.5448798988623,217.0,1.0
2006.0,111.0,1.0,17.0,2006.0,111.0,1.0
2012.5448798988623,61.0,1.0,,2012.5448798988623,61.0,1.0
2013.0,363.0,2.0,10.0,2013.0,363.0,2.0
2012.5448798988623,552.0,1.0,,2012.5448798988623,552.0,1.0
2012.5448798988623,241.0,1.0,,2012.5448798988623,241.0,1.0
2012.0,118.0,8.0,11.0,2012.0,118.0,8.0
2017.0,146.0,1.0,6.0,2017.0,146.0,1.0
2016.0,171.0,2.0,7.0,2016.0,171.0,2.0
2017.0,102.0,1.0,6.0,2017.0,102.0,1.0
2017.0,102.0,1.0,6.0,2017.0,102.0,1.0
2012.0,112.0,3.0,11.0,2012.0,112.0,3.0
2018.0,169.0,28.0,5.0,2018.0,169.0,28.0
2013.0,716.0,1.0,10.0,2013.0,716.0,1.0
2017.0,151.0,1.0,6.0,2017.0,151.0,1.0
2018.0,236.0,1.0,5.0,2018.0,236.0,1.0
1989.0,293.0,1.0,34.0,1989.0,293.0,1.0
2014.0,586.0,23.0,9.0,2014.0,586.0,23.0
2013.0,854.0,11.0,10.0,2013.0,854.0,11.0
2017.0,284.0,1.0,6.0,2017.0,284.0,1.0
2004.0,127.0,1.0,19.0,2004.0,127.0,1.0
2017.0,44.0,1.0,6.0,2017.0,44.0,1.0
2015.0,514.0,24.0,8.0,2015.0,514.0,24.0
2016.0,125.0,1.0,7.0,2016.0,125.0,1.0
2019.0,162.0,1.0,4.0,2019.0,162.0,1.0
2012.5448798988623,93.0,1.0,,2012.5448798988623,93.0,1.0
1991.0,829.0,1.0,32.0,1991.0,829.0,1.0
2012.5448798988623,74.0,1.0,,2012.5448798988623,74.0,1.0
2011.0,577.0,1.0,12.0,2011.0,577.0,1.0
2018.0,145.0,1.0,5.0,2018.0,145.0,1.0
2013.0,615.0,40.0,10.0,2013.0,615.0,40.0
2016.0,180.0,10.0,7.0,2016.0,180.0,10.0
2012.5448798988623,345.0,1.0,,2012.5448798988623,345.0,1.0
2012.5448798988623,292.0,1.0,,2012.5448798988623,292.0,1.0
2011.0,153.0,8.0,12.0,2011.0,153.0,8.0
2014.0,528.0,38.0,9.0,2014.0,528.0,38.0
2020.0,96.0,1.0,3.0,2020.0,96.0,1.0
2018.0,179.0,1.0,5.0,2018.0,179.0,1.0
